Plate,Well,Percentage
control3,G03,48.60406091
control3,G04,44.92287918
control3,G05,54.58207452
control3,G06,55.3652968
control3,G07,54.77031802
control3,G08,44.90343348
control3,G09,45.07772021
control3,G10,37.5
control3,G11,100
15,B02,62.06322795
15,B03,56.33264766
15,B04,60.75949367
15,B05,51.13507378
15,B06,59.61722488
15,B07,59.09345271
15,B08,55.5613577
15,B09,58.77995643
15,B10,57.2234763
15,B11,54.40658049
15,C02,58.42627014
15,C03,53.75394322
15,C04,72.12806026
15,C05,53.41643583
15,C06,67.22543353
15,C07,53.56256647
15,C08,55.88716271
15,C09,51.52749491
15,C10,59.83251516
15,C11,75.86206897
15,D02,37.93381759
15,D03,46.5993266
15,D04,59.05109489
15,D05,48.15384615
15,D06,53.96188566
15,D07,44.55445545
15,D08,58.27991453
15,D09,69.04761905
15,D10,47.59358289
15,D11,48.05280528
15,E02,54.45420326
15,E03,68.40363937
15,E04,63.08360478
15,E05,54.24575425
15,E06,61.45175834
15,E07,47.58876524
15,E08,59.71196455
15,E09,73.42657343
15,E10,44.80404551
15,E11,55
15,F02,57.12171661
15,F03,57.3650948
15,F04,59.77324263
15,F05,57.22284434
15,F06,55.42949757
15,F07,60.92503987
15,F08,47.67123288
15,F09,60.18048505
15,F10,44.84817026
15,F11,72.72727273
15,G02,46.2254025
15,G03,55.67042607
15,G04,58.19337267
15,G05,53.89487017
15,G06,49.35622318
15,G07,53.84615385
15,G08,60
15,G09,43.04474708
15,G10,40.09797061
15,G11,47.20873786
16,B02,42.47181965
16,B03,70.04048583
16,B04,50.85444903
16,B05,42.93614882
16,B06,56.68016194
16,B07,54.46127946
16,B08,51.51515152
16,B09,58.38454785
16,B10,46.3588898
16,B11,51.82514646
16,C02,58.90136327
16,C03,61.18721461
16,C04,53.40488527
16,C05,50.38295038
16,C06,35.62715045
16,C07,54.24044734
16,C08,52.46990452
16,C09,52.86857905
16,C10,60.50917703
16,C11,44.61077844
16,D02,53.86721424
16,D03,49.0981241
16,D04,71.71052632
16,D05,69.57113683
16,D06,51.8699187
16,D07,75.56561086
16,D08,47.94007491
16,D09,60.24937656
16,D10,55.23840415
16,D11,49.27395934
16,E02,50.43622767
16,E03,35.69355775
16,E04,55.38358008
16,E05,64.50704225
16,E06,42.96788483
16,E07,57.00737619
16,E08,44.77730647
16,E09,35.17474634
16,E10,33.9922049
16,E11,40.54054054
16,F02,61.19727047
16,F03,56.49867374
16,F04,61.93771626
16,F05,58.47362514
16,F06,54.87949427
16,F07,49.19835089
16,F08,47.17921805
16,F09,62.46575342
16,F10,53.33642261
16,F11,44.48065173
16,G02,53.46878097
16,G03,49.33381347
16,G04,64.57431457
16,G05,52.49913823
16,G06,53.60501567
16,G07,52.87781892
16,G08,53.90542907
16,G09,72.41955704
16,G10,50.83479789
16,G11,42.21879815
17,B02,42.3442014
17,B03,65.7213754
17,B04,58.70366356
17,B05,60.5424322
17,B06,48.84176183
17,B07,50.88797814
17,B08,69.98997996
17,B09,47.8826591
17,B10,50.78343593
17,B11,34.22268908
17,C02,61.84310739
17,C03,54.5146379
17,C04,56.54345654
17,C05,46.82352941
17,C06,59.07572383
17,C07,55.22189742
17,C08,78.21210061
17,C09,60.19922044
17,C10,52.39385727
17,C11,50.60422961
17,D02,49.81684982
17,D03,60.91336467
17,D04,73.11731173
17,D05,58.68457619
17,D06,68.6318972
17,D07,54.42083619
17,D08,66.05552645
17,D09,43.98111723
17,D10,42.20206601
17,D11,40.40738986
17,E02,43.19695528
17,E03,59.03216111
17,E04,50.533727
17,E05,69.66292135
17,E06,60.47310187
17,E07,61.94636939
17,E08,48.42906235
17,E09,41.35251799
17,E10,54.75504323
17,E11,36.87943262
17,F02,54.67690917
17,F03,63.02521008
17,F04,66.92732291
17,F05,59.65063001
17,F06,60
17,F07,53.50318471
17,F08,61.375948
17,F09,63.77816291
17,F10,41.66666667
17,F11,25.94312246
17,G02,53.88646288
17,G03,47.42004264
17,G04,66.53162979
17,G05,56.15779346
17,G06,64.7429171
17,G07,68.74443455
17,G08,56.54255319
17,G09,55.32809871
17,G10,48.41781014
17,G11,47.1595775
18,B02,50.5779532
18,B03,59.32977913
18,B04,57.30452675
18,B05,61.65670367
18,B06,61.9047619
18,B07,64.73560121
18,B08,57.99467022
18,B09,52.40665767
18,B10,39.84375
18,B11,48.85945548
18,C02,72.16196674
18,C03,68.02218115
18,C04,66.44776119
18,C05,61.91319752
18,C06,68.43885935
18,C07,50
18,C08,54.05594406
18,C09,50
18,C10,53.57590966
18,C11,41.52158359
18,D02,61.35895676
18,D03,63.58109975
18,D04,71.64510166
18,D05,50
18,D06,63.6569873
18,D07,58.96211398
18,D08,47.625
18,D09,68.95544193
18,D10,55.38922156
18,D11,56.46186441
18,E02,61.04452055
18,E03,58.06451613
18,E04,58.80175025
18,E05,52.01480263
18,E06,55.02392344
18,E07,56.11862943
18,E08,54.54545455
18,E09,54.73927562
18,E10,70.66666667
18,E11,36.14318707
18,F02,43.23922734
18,F03,66.82602922
18,F04,62.49285306
18,F05,58.27629123
18,F06,60.59670782
18,F07,63.46153846
18,F08,49.64809384
18,F09,62.30225513
18,F10,51.81704261
18,F11,34.00662774
18,G02,56.22775801
18,G03,78.22535211
18,G04,57.63660303
18,G05,76.66240409
18,G06,65.07936508
18,G07,69.45147679
18,G08,61.12814224
18,G09,50.68870523
18,G10,40.38581207
18,G11,64.94325347
19,B02,65.73816156
19,B03,66.19519095
19,B04,67.70538244
19,B05,76.6680833
19,B06,62.17811159
19,B07,68.06656101
19,B08,71.82497332
