type,shRNA,count
target,Smarcb1.2,778365
target,Tet3.2,317115
target,Zmynd11.3,186989
target,Sp100.1,114921
target,Taf1.2,106501
target,Sirt1.2,74878
target,Sp140.1,58025
target,Smarcd1.2,57935
target,Hdac5.3,43676
target,Supt16h.4,41683
target,Setd5.2,40392
target,Setd5.4,39353
target,Suv39h2.3,34241
target,Setdb1.2,29523
target,Setd2.3,29270
target,Brdt.1,25684
target,Whsc1l1.4,25174
target,Ube2a.1,23178
target,Setmar.2,22164
target,Fkbp5.2,22136
target,Smarcc2.4,21907
target,Dpy30.1,21302
target,Whsc1l1.2,18930
target,Smarca5.1,18185
target,Gtf2h1.2,17646
target,Whsc1.4,17263
target,Paf1.3,16759
target,Ube2a.2,16430
target,Chd7.2,13637
target,Suv39h2.2,13257
target,Tcea1.3,11949
target,Smyd4.1,11912
target,Chd7.1,11688
target,Tet2.3,11309
target,Suz12.3,10409
target,Ube2b.4,10363
target,Smarcd1.1,10140
target,Smyd5.1,9917
target,Smyd1.3,9844
target,Wdr82.2,9621
target,Smarcc1.2,9462
target,Setdb1.1,9449
target,Setmar.1,9439
target,Sin3a.2,8914
target,Satb1.3,8445
target,Sirt1.1,8327
target,Setd3.3,8286
target,Sirt7.1,8209
target,Sirt7.3,8157
target,Sirt3.4,7783
target,Ube2b.1,7483
target,Sirt4.2,7437
target,Zmynd11.4,7330
target,Sfmbt1.1,7083
target,Smarcd1.4,6904
target,Wbp7.4,6854
target,Sfmbt1.3,6780
target,Setd7.1,6670
target,Parp2.1,6465
target,Parp2.3,6351
target,Phc2.1,6335
target,Setmar.4,6262
target,Taf3.4,6106
target,Smarca4.3,6079
target,Zmynd8.3,6052
target,Smarcc1.3,5826
target,Rnf2.1,5701
target,Setdb1.3,5622
target,Suv39h1.2,5513
target,H2afz.1,5509
target,Setd3.1,5416
target,Phf10.2,5198
target,Setd1a.2,5127
target,Trim24.3,5093
target,Suv39h2.1,5089
target,Taf1.3,5028
target,Gtf2h1.1,5010
target,Usp51.2,4997
target,Prdm16.1,4974
target,Padi2.2,4954
target,Hdac5.1,4937
target,Smyd4.2,4915
target,Setd2.4,4867
target,Sirt1.4,4865
target,Trim28.3,4854
target,Smyd4.4,4819
target,Rnf2.3,4708
target,Taf3.3,4639
target,Whsc1l1.3,4598
target,H2afz.3,4576
target,Scml2.4,4443
target,Sirt1.3,4440
target,Hdac11.3,4438
target,Rpa3.4,4404
target,Sirt5.1,4392
target,Rnf2.2,4392
target,Ube2b.3,4360
target,Tet2.2,4326
target,Suv420h1.2,4313
target,Smarcc1.1,4286
target,Sp140.3,4274
target,Tcea1.4,4267
target,Suv39h1.4,4242
target,Brdt.3,4113
target,Uhrf1.3,4065
target,Cecr2.2,4045
target,Trim33.4,4032
target,Scmh1.2,4027
target,Sp110.4,3988
target,Setd4.2,3984
target,Sfmbt2.2,3952
target,Brd7.3,3930
target,Kdm4b.2,3909
target,Wdr5.1,3907
target,Smarcd3.3,3906
target,Sirt7.4,3875
target,Smarca1.1,3789
target,Clock.1,3752
target,Sfmbt1.4,3748
target,Ssrp1.4,3736
target,Suv39h1.3,3732
target,Smyd4.3,3731
target,Setd2.2,3720
target,Smarca1.2,3705
target,Smyd2.1,3691
target,Smarca2.2,3638
target,Usp27x.4,3571
target,Eaf1.1,3571
target,Fkbp2.2,3493
target,Scmh1.3,3477
target,Clock.2,3458
target,Trim24.2,3437
target,Zmynd11.1,3372
target,Scml4.1,3155
target,Jmjd8.3,3143
target,Suv39h2.4,3115
target,Taf3.1,3105
target,Supt16h.1,3041
target,Setd2.1,3034
target,Usp22.1,3000
target,Sp100.3,2987
target,Usp22.3,2871
target,Ube2e1.3,2759
target,Phf10.1,2757
target,Tet3.1,2738
target,Smarcd3.2,2695
target,Satb1.2,2680
target,Sp110.1,2664
target,Usp27x.1,2654
target,Trim33.3,2638
target,Paf1.2,2558
target,Mecp2.3,2527
target,Suv420h1.3,2476
target,Smarcd1.3,2464
target,Phf17.2,2449
target,Suv39h1.1,2338
target,Cbx2.2,2276
target,Chd7.3,2207
target,Iws1.1,2182
target,Smarce1.4,2099
target,Kdm4b.1,2088
target,Sirt5.4,2073
target,Usp51.3,2058
target,Smarca4.1,2051
target,Ssrp1.2,2034
target,Smyd5.4,2008
target,Tcea1.1,2002
target,Smyd2.2,1993
target,Usp22.2,1987
target,Ube2i.3,1971
target,Phf10.3,1964
target,Smarcd3.4,1901
target,Cbx2.3,1836
target,Tdg.3,1816
target,Scml4.2,1816
target,Fbxo17.3,1803
target,Smyd1.2,1787
target,Smyd3.4,1785
target,Suv420h1.4,1744
target,Smyd1.1,1734
target,Tet3.4,1707
target,Fkbp5.3,1688
target,Setdb2.2,1680
target,Eaf1.2,1669
target,Setd1a.3,1647
target,Trim66.4,1640
target,Usp51.4,1637
target,Ube2i.2,1625
target,Sirt4.4,1622
target,Scml2.3,1620
target,Prdm16.3,1596
target,Cbx2.1,1553
target,Dpy30.2,1471
target,Usp27x.2,1464
target,Sp140.4,1451
target,Tet1.3,1394
target,Trim66.3,1349
target,Uhrf1.1,1333
target,Sirt5.2,1326
target,Kdm4b.3,1320
target,Smarca5.4,1305
target,Setd8.3,1255
target,Trim33.2,1253
target,Sirt7.2,1253
target,Gtf2h1.3,1249
target,Arid1b.1,1242
target,Cecr2.1,1235
target,Suz12.1,1216
target,Sirt6.2,1190
target,Tcea1.2,1177
target,Sirt3.3,1168
target,Rpa3.3,1145
target,Brdt.2,1131
target,Suv420h2.3,1127
target,Sp110.3,1105
target,Hdac5.2,1077
target,Wdr5.4,1068
target,Ube2i.4,1051
target,Ssrp1.3,1022
target,Sp110.2,1018
target,Trim24.4,1005
target,Ube2e1.1,996
target,Fkbp5.1,972
target,Setmar.3,967
target,Smyd3.1,944
target,Scmh1.1,933
target,Padi2.3,902
target,Smarca1.3,900
target,Whsc1.1,894
target,Sp100.2,881
target,Smarce1.3,839
target,Mecp2.1,838
target,Setdb2.4,823
target,Whsc1.2,806
target,Phc3.3,791
target,Arid1b.2,789
target,Sin3b.2,765
target,Zmynd8.1,754
target,Suz12.4,748
target,Setd7.2,745
target,Trim66.1,742
target,Usp22.4,740
target,Smarcd2.2,739
target,Smarca4.4,729
target,Tet1.2,715
target,Setd1a.4,707
target,Sp140.2,691
target,Usp51.1,684
target,Phc3.2,672
target,Supt16h.3,643
target,Tdg.4,636
target,Smyd2.3,625
target,Hdac11.2,616
target,Sp100.4,616
target,Smarcd3.1,614
target,Sirt3.1,609
target,Scml2.1,589
target,Suz12.2,568
target,Jmjd8.1,567
target,Wdr82.3,549
target,Setdb2.3,528
target,Scml2.2,483
target,Usp27x.3,480
target,Parp2.2,475
target,Wbp7.3,474
target,Sirt6.1,472
target,Wdr82.4,458
target,Arid1b.3,456
target,Smarca1.4,455
target,Sin3b.4,445
target,Arid1a.2,436
target,Phf17.1,435
target,Trim28.2,428
target,Eaf1.3,427
target,Trim33.1,420
target,Suv420h1.1,410
target,Sirt6.4,409
target,Smarcc2.3,388
target,Smarce1.1,369
target,Wbp7.2,359
target,Tet1.1,356
target,Wdr5.3,346
target,Smyd3.2,344
target,Tet3.3,340
target,Ube2b.2,331
target,Brd7.1,331
target,Trim28.1,326
target,Setd4.3,322
target,Smarce1.2,320
target,Setdb1.4,317
target,Ssrp1.1,303
target,Smarca4.2,291
target,Mecp2.2,290
target,Setd8.2,288
target,Smarcd2.1,280
target,Tet2.4,280
target,Uhrf1.2,279
target,Whsc1.3,278
target,Smyd2.4,274
target,Scml4.3,270
target,Smarca5.3,259
target,Smyd5.2,240
target,Satb1.1,228
target,Dpy30.3,217
target,Sin3b.1,213
target,Sin3b.3,209
target,Rpa3.2,203
target,Sin3a.4,198
target,Fbxo17.1,195
target,Setd4.4,195
target,Smarcd2.3,192
target,Iws1.3,183
target,Tdg.2,178
target,Sin3a.3,166
target,Setdb2.1,166
target,Trim28.4,160
target,Smarcc2.2,133
target,Hdac11.1,132
target,Iws1.2,126
target,Cecr2.3,124
target,Zmynd11.2,115
target,Fkbp2.3,110
target,Setd8.1,100
target,Zmynd8.2,91
target,Arid1a.1,90
target,Wdr5.2,90
target,Setd8.4,83
target,Sin3a.1,76
target,Fkbp2.1,70
target,Sfmbt2.3,70
target,Wbp7.1,70
target,Tet1.4,67
target,Smyd5.3,56
target,Tdg.1,53
target,Smarca2.3,42
target,Phc3.1,39
target,Phc2.2,36
target,Sfmbt1.2,34
target,Suv420h2.4,30
target,Sirt4.3,28
target,Sirt3.2,28
target,Suv420h2.1,27
target,Suv420h2.2,24
target,Sirt4.1,19
target,Supt16h.2,17
target,Smarca2.1,16
target,Setd3.2,14
target,Jmjd8.2,13
target,Rpa3.1,11
target,Ube2e1.4,10
target,Smarca5.2,9
target,Zmynd8.4,8
target,Ube2i.1,3
target,Taf3.2,3
target,Uhrf1.4,2
target,Sirt6.3,2
target,Prdm16.2,1
target,Smyd3.3,1
target,Setd1a.1,0
target,Wdr82.1,0
target,Paf1.1,0
target,Brd7.2,0
target,Trim24.1,0
target,Tet2.1,0
target,Sirt5.3,0
target,Taf1.1,0
target,H2afz.2,0
target,Setd4.1,0
target,Setd5.1,0
target,Setd5.3,0
target,Sfmbt2.1,0
target,Smarcc2.1,0
target,Clock.3,0
target,Fbxo17.2,0
target,Padi2.1,0
target,Taf1.4,0
control,Ccnt1.2,51894
control,Id3.3,24298
control,Nfatc3.2,20905
control,Id2.4,13230
control,CDK9.3,11312
control,Id3.2,9376
control,Hes1.2,8611
control,Bcl6.2,7935
control,Id2.3,7717
control,Tbx21.4,6801
control,Ccnt1.3,6314
control,CDK9.1,5214
control,Cd19.3,5095
control,Ms4a1.2,4929
control,Klf12.5,4854
control,Klf2.4,3828
control,Cd19.4,3027
control,CD4.3,2751
control,Tbx21.3,1885
control,CD4.4,1481
control,Ccnt1.4,1417
control,Cd14.2,1411
control,Bcl6.3,908
control,Klf2.6,740
control,Id3.4,563
control,Nfatc3.3,491
control,Fosb.2,346
control,Nfatc3.7,185
control,Runx3.3,91
control,CD4.1,81
control,CDK9.2,76
control,Klf2.2,64
control,Klf12.4,39
control,CD4.2,26
control,Id3.5,22
control,Id2.2,20
control,Klf2.7,5
control,Hes1.3,3
control,Nfatc3.8,0
control,Cd4.5,0
control,Id2.5,0
control,Klf2.3,0
control,Klf2.5,0
control,Sgk1.1,0
control,Runx3.2,0
control,Hes6.3,0
