GeneName,q4minusq1_nbPctg
Actl6b,-6.538867061861575
Aff1,-3.5900216977106467
Aff4,1.6254864940778724
Arid2,1.2348115877442218
Ash1l,0.6337017558164568
Ash2l,-0.7698168383088522
Asxl1,0.3977416070590962
Asxl2,0.9678344157605387
Asxl3,-1.527829481612983
Atad2,0.1375064077412418
Atad2b,1.3895643006473577
Atm,-3.389237367167045
Atr,-1.0298748085505345
Atrx,-0.2663556220047667
Aurkb,-0.7803628590344527
Baz1a,-0.9809967991669701
Baz1b,-1.6295067982048188
Baz2a,2.1510870589971347
Baz2b,-3.1664262604898035
Bcl6,2.8507816187936896
Bmi1,-2.1047516230625547
Bop1,0.2688991926697124
Bptf,-2.142338413553471
Brd1,0.9056410246421258
Brd2,-5.789822940533604
Brd3,3.2268734586279493
Brd4,9.473405887382143
Brd8,-1.476472826371321
Brd9,-0.5697569634832149
Brpf1,-4.618180028423318
Brpf3,-1.6156279015549515
Brwd1,2.2842767368567536
Brwd3,-3.502497921092337
CD4,1.6290740177231662
Carm1,-5.97373859936825
Cbx1,-1.32026041358818
Cbx3,-3.296605215903071
Cbx4,-3.7526399656040326
Cbx5,1.9129824167322766
Cbx6,9.029480777648436
Cbx7,-2.4672885247732523
Cbx8,-2.477804453874459
Cd14,-9.478854280345672
Cd4,6.437031668790766
Chaf1a,-1.374246873522143
Chaf1b,4.829232021164996
Chd1,0.012017497692397683
Chd1l,4.607542307470652
Chd2,-0.655744436295663
Chd3,1.3715431966773153
Chd4,7.972420694838757
Chd5,2.820410728781745
Chd6,2.038402560274985
Chd8,0.7271140763762851
Chd9,3.3192925247150917
Crebbp,2.041064183843041
Ctsl,2.1035796593382052
Cxxc1,-2.794802870296916
Dmap1,1.6229330211674196
Dnmt1,-6.047604910994107
Dnmt3a,1.1753530329966928
Dnmt3b,2.345130023321847
Dnmt3l,3.445140243059786
Dot1l,9.947014869859395
Dub2a,0.9002076649717488
Eed,-2.4695489368082004
Ehmt1,0.3905646909581826
Ehmt2,-1.424782447089978
Elp3,0.39961568018152605
Elp4,1.343730499666698
Ep300,4.036617199715785
Ep400,-7.316082799886766
Epc1,5.043425529912643
Epc2,2.689765424377587
Ercc5,2.1448270181774447
Ezh1,2.1109179276309553
Ezh2,2.097678617298829
Fbxl19,1.47668744148082
Fbxo44,6.989812202406991
Fbxw9,-0.756089673855211
Fkbp1a,3.7732884963662534
Fosb,22.850707766557306
Gadd45a,-0.5694055682830275
Gadd45b,4.594693581387098
Gtf2b,-0.4364450752084821
Gtf2f1,-3.217943972079368
Gtf3c4,2.34077143385883
Hat1,8.077792918475211
Hcfc1,8.899903402024087
Hdac1,-6.68605925315852
Hdac10,-2.260830950485861
Hdac2,-0.8069947001169702
Hdac3,-4.264060369959008
Hdac4,-0.5400455391110075
Hdac6,0.2556894952111861
Hdac7,0.011173734677738523
Hdac8,-2.3227773103918565
Hdac9,4.664300954978167
Hells,2.8803968665930455
Hes1,6.742972392115078
Hes6,-10.85280888800294
Hira,-1.384072208122383
Hltf,-1.1241051330697296
Id2,9.17172256875418
Id3,10.320773862017573
Ing2,-1.373512927332765
Ing3,-4.4157342855520625
Ing4,-1.9915659122187037
Ing5,1.3553082324143055
Ino80,4.481769919378511
Jarid2,2.393703003086401
Jhdm1d,1.0521600138531433
Jmjd1c,-3.717309469878117
Jmjd4,2.388215154660079
Klf12,4.174773594431905
Klf2,10.68987156537191
Ms4a1,-1.7619724834156898
Nfatc3,-5.528760717515864
Runx3,-7.011379387577385
Sgk1,-8.86037237431384
Tbx21,4.714850864928103
